series,date,sector,value
abs,2021-01-01,p3.3.1,7741
abs,2021-01-01,p3.3.2,5921
abs,2021-01-01,p3.3.3,4106
abs,2021-01-01,p3.4,121044
abs,2021-01-01,p3.4.1,54749
abs,2021-01-01,p3.4.2,36711
abs,2021-01-01,p3.4.3,17506
abs,2021-01-01,p3.4.4,12078
abs,2021-01-01,p3.5,35314
abs,2021-01-01,p3.5.1,9975
abs,2021-01-01,p3.5.2,10035
abs,2021-01-01,p3.5.3,15304
abs,2021-01-01,p3.6,101885
abs,2021-01-01,p3.6.1,10581
abs,2021-01-01,p3.6.2,6614
abs,2021-01-01,p3.6.3,8338
abs,2021-01-01,p3.6.4,71124
abs,2021-01-01,p3.6.5,5228
abs,2021-01-01,p3.7,32577
abs,2021-01-01,p3.7.1,23802
abs,2021-01-01,p3.7.2,4509
abs,2021-01-01,p3.7.3,4266
abs,2021-01-01,p4,55654
abs,2021-01-01,p4.1,24580
abs,2021-01-01,p4.1.1,11939
abs,2021-01-01,p4.1.2,12641
abs,2021-01-01,p4.2,16752
abs,2021-01-01,p4.3,14321
abs,2021-01-01,p5,841692
abs,2021-01-01,p5.1,184311
abs,2021-01-01,p5.1.1,31899
abs,2021-01-01,p5.1.2,9859
abs,2021-01-01,p5.1.3,46369
abs,2021-01-01,p5.1.3.1,11266
abs,2021-01-01,p5.1.3.2,6476
abs,2021-01-01,p5.1.3.3,1404
abs,2021-01-01,p5.1.3.4,8206
abs,2021-01-01,p5.1.3.5,7131
abs,2021-01-01,p5.1.3.6,8397
abs,2021-01-01,p5.1.3.7,3489
abs,2021-01-01,p5.1.4,96184
abs,2021-01-01,p5.1.4.1,7590
abs,2021-01-01,p5.1.4.2,68056
abs,2021-01-01,p5.1.4.3,20538
abs,2021-01-01,p5.2,289722
abs,2021-01-01,p5.2.1,250010
abs,2021-01-01,p5.2.1.1,112261
abs,2021-01-01,p5.2.1.2,116852
abs,2021-01-01,p5.2.1.3,20897
abs,2021-01-01,p5.2.2,35727
abs,2021-01-01,p5.2.3,3985
abs,2021-01-01,p5.3,165392
abs,2021-01-01,p5.3.1,79123
abs,2021-01-01,p5.3.1.1,66433
abs,2021-01-01,p5.3.1.2,12690
abs,2021-01-01,p5.3.2,28610
abs,2021-01-01,p5.3.2.1,28020
abs,2021-01-01,p5.3.2.2,590
abs,2021-01-01,p5.3.3,17681
abs,2021-01-01,p5.3.4,39978
abs,2021-01-01,p5.3.4.1,30030
abs,2021-01-01,p5.3.4.2,9948
abs,2021-01-01,p5.4,66988
abs,2021-01-01,p5.4.1,12155
abs,2021-01-01,p5.4.2,11469
abs,2021-01-01,p5.4.3,34854
abs,2021-01-01,p5.4.4,528
abs,2021-01-01,p5.4.5,1145
abs,2021-01-01,p5.4.6,6837
abs,2021-01-01,p5.5,135279
abs,2021-01-01,p5.5.01,15845
abs,2021-01-01,p5.5.02,8478
abs,2021-01-01,p5.5.03,11049
abs,2021-01-01,p5.5.04,18207
abs,2021-01-01,p5.5.05,482
abs,2021-01-01,p5.5.06,3801
abs,2021-01-01,p5.5.07,22142
abs,2021-01-01,p5.5.08,2677
abs,2021-01-01,p5.5.09,50398
abs,2021-01-01,p5.5.10,2202
abs,2021-01-01,p6,17023
abs,2022-01-01,p0,1793903
abs,2022-01-01,p1,160567
abs,2022-01-01,p1.1,119989
abs,2022-01-01,p1.1.1,2433
abs,2022-01-01,p1.1.2,88291
abs,2022-01-01,p1.1.3,2372
abs,2022-01-01,p1.1.4,14159
abs,2022-01-01,p1.1.5,5136
abs,2022-01-01,p1.1.6,6390
abs,2022-01-01,p1.1.7,1208
abs,2022-01-01,p1.2,19953
abs,2022-01-01,p1.2.1,12740
abs,2022-01-01,p1.2.2,1624
abs,2022-01-01,p1.2.3,5590
abs,2022-01-01,p1.3,7242
abs,2022-01-01,p1.4,13382
abs,2022-01-01,p1.4.1,7974
abs,2022-01-01,p1.4.2,5408
abs,2022-01-01,p2,178439
abs,2022-01-01,p2.1,79162
abs,2022-01-01,p2.2,88511
abs,2022-01-01,p2.3,10766
abs,2022-01-01,p3,418538
abs,2022-01-01,p3.1,55126
abs,2022-01-01,p3.1.1,17945
abs,2022-01-01,p3.1.2,27925
abs,2022-01-01,p3.1.3,5794
abs,2022-01-01,p3.1.4,3462
abs,2022-01-01,p3.2,6616
abs,2022-01-01,p3.2.1,5583
abs,2022-01-01,p3.2.2,1033
abs,2022-01-01,p3.3,20156
abs,2022-01-01,p3.3.1,8991
abs,2022-01-01,p3.3.2,6796
abs,2022-01-01,p3.3.3,4369
abs,2022-01-01,p3.4,136496
abs,2022-01-01,p3.4.1,69103
abs,2022-01-01,p3.4.2,40356
abs,2022-01-01,p3.4.3,14083
abs,2022-01-01,p3.4.4,12954
abs,2022-01-01,p3.5,40141
abs,2022-01-01,p3.5.1,11220
abs,2022-01-01,p3.5.2,11610
abs,2022-01-01,p3.5.3,17311
abs,2022-01-01,p3.6,121653
abs,2022-01-01,p3.6.1,11390
abs,2022-01-01,p3.6.2,6558
abs,2022-01-01,p3.6.3,10351
abs,2022-01-01,p3.6.4,87409
abs,2022-01-01,p3.6.5,5945
abs,2022-01-01,p3.7,38350
abs,2022-01-01,p3.7.1,28601
abs,2022-01-01,p3.7.2,5035
abs,2022-01-01,p3.7.3,4714
abs,2022-01-01,p4,60810
abs,2022-01-01,p4.1,27605
abs,2022-01-01,p4.1.1,12243
abs,2022-01-01,p4.1.2,15362
abs,2022-01-01,p4.2,17480
abs,2022-01-01,p4.3,15725
abs,2022-01-01,p5,956737
abs,2022-01-01,p5.1,205526
abs,2022-01-01,p5.1.1,33122
abs,2022-01-01,p5.1.2,10414
abs,2022-01-01,p5.1.3,60752
abs,2022-01-01,p5.1.3.1,15625
abs,2022-01-01,p5.1.3.2,7313
abs,2022-01-01,p5.1.3.3,3540
abs,2022-01-01,p5.1.3.4,10502
abs,2022-01-01,p5.1.3.5,9542
abs,2022-01-01,p5.1.3.6,10399
abs,2022-01-01,p5.1.3.7,3832
abs,2022-01-01,p5.1.4,101238
abs,2022-01-01,p5.1.4.1,8593
abs,2022-01-01,p5.1.4.2,70811
abs,2022-01-01,p5.1.4.3,21834
abs,2022-01-01,p5.2,353862
abs,2022-01-01,p5.2.1,298882
abs,2022-01-01,p5.2.1.1,124326
abs,2022-01-01,p5.2.1.2,144114
abs,2022-01-01,p5.2.1.3,30441
abs,2022-01-01,p5.2.2,45623
abs,2022-01-01,p5.2.3,9357
abs,2022-01-01,p5.3,181210
abs,2022-01-01,p5.3.1,82228
abs,2022-01-01,p5.3.1.1,69961
abs,2022-01-01,p5.3.1.2,12268
abs,2022-01-01,p5.3.2,27493
abs,2022-01-01,p5.3.2.1,26829
abs,2022-01-01,p5.3.2.2,664
abs,2022-01-01,p5.3.3,23235
abs,2022-01-01,p5.3.4,48254
abs,2022-01-01,p5.3.4.1,35443
abs,2022-01-01,p5.3.4.2,12811
abs,2022-01-01,p5.4,74735
abs,2022-01-01,p5.4.1,13384
abs,2022-01-01,p5.4.2,12459
abs,2022-01-01,p5.4.3,35550
abs,2022-01-01,p5.4.4,619
abs,2022-01-01,p5.4.5,1166
abs,2022-01-01,p5.4.6,11557
abs,2022-01-01,p5.5,141403
abs,2022-01-01,p5.5.01,22093
abs,2022-01-01,p5.5.02,8558
abs,2022-01-01,p5.5.03,10972
abs,2022-01-01,p5.5.04,19625
abs,2022-01-01,p5.5.05,448
abs,2022-01-01,p5.5.06,3618
abs,2022-01-01,p5.5.07,20795
abs,2022-01-01,p5.5.08,2854
abs,2022-01-01,p5.5.09,50355
abs,2022-01-01,p5.5.10,2084
abs,2022-01-01,p6,18812
abs,2023-01-01,p0,1822904
abs,2023-01-01,p1,141930
abs,2023-01-01,p1.1,99904
abs,2023-01-01,p1.1.1,2090
abs,2023-01-01,p1.1.2,67566
abs,2023-01-01,p1.1.3,2355
abs,2023-01-01,p1.1.4,14832
abs,2023-01-01,p1.1.5,5337
abs,2023-01-01,p1.1.6,6489
abs,2023-01-01,p1.1.7,1235
abs,2023-01-01,p1.2,20935
abs,2023-01-01,p1.2.1,13299
abs,2023-01-01,p1.2.2,1778
abs,2023-01-01,p1.2.3,5859
abs,2023-01-01,p1.3,7203
abs,2023-01-01,p1.4,13888
abs,2023-01-01,p1.4.1,8346
abs,2023-01-01,p1.4.2,5542
abs,2023-01-01,p2,155983
abs,2023-01-01,p2.1,65615
abs,2023-01-01,p2.2,78914
abs,2023-01-01,p2.3,11454
abs,2023-01-01,p3,419584
abs,2023-01-01,p3.1,55408
abs,2023-01-01,p3.1.1,15119
abs,2023-01-01,p3.1.2,30377
abs,2023-01-01,p3.1.3,5915
abs,2023-01-01,p3.1.4,3997
abs,2023-01-01,p3.2,6816
abs,2023-01-01,p3.2.1,5686
abs,2023-01-01,p3.2.2,1130
abs,2023-01-01,p3.3,20307
abs,2023-01-01,p3.3.1,8674
abs,2023-01-01,p3.3.2,7056
abs,2023-01-01,p3.3.3,4577
abs,2023-01-01,p3.4,129380
abs,2023-01-01,p3.4.1,63169
abs,2023-01-01,p3.4.2,40581
abs,2023-01-01,p3.4.3,12834
abs,2023-01-01,p3.4.4,12796
abs,2023-01-01,p3.5,42677
abs,2023-01-01,p3.5.1,11867
abs,2023-01-01,p3.5.2,11951
abs,2023-01-01,p3.5.3,18859
abs,2023-01-01,p3.6,124353
abs,2023-01-01,p3.6.1,10899
abs,2023-01-01,p3.6.2,6990
abs,2023-01-01,p3.6.3,10767
abs,2023-01-01,p3.6.4,89202
abs,2023-01-01,p3.6.5,6495
abs,2023-01-01,p3.7,40644
abs,2023-01-01,p3.7.1,30676
abs,2023-01-01,p3.7.2,4957
abs,2023-01-01,p3.7.3,5011
abs,2023-01-01,p4,65949
abs,2023-01-01,p4.1,28568
abs,2023-01-01,p4.1.1,12861
abs,2023-01-01,p4.1.2,15707
abs,2023-01-01,p4.2,20198
abs,2023-01-01,p4.3,17183
abs,2023-01-01,p5,1018972
abs,2023-01-01,p5.1,220312
abs,2023-01-01,p5.1.1,34069
abs,2023-01-01,p5.1.2,11099
abs,2023-01-01,p5.1.3,69957
abs,2023-01-01,p5.1.3.1,18226
abs,2023-01-01,p5.1.3.2,8209
abs,2023-01-01,p5.1.3.3,5087
abs,2023-01-01,p5.1.3.4,11719
abs,2023-01-01,p5.1.3.5,11008
abs,2023-01-01,p5.1.3.6,11536
abs,2023-01-01,p5.1.3.7,4173
abs,2023-01-01,p5.1.4,105187
abs,2023-01-01,p5.1.4.1,9373
abs,2023-01-01,p5.1.4.2,73160
abs,2023-01-01,p5.1.4.3,22653
abs,2023-01-01,p5.2,383267
abs,2023-01-01,p5.2.1,321738
abs,2023-01-01,p5.2.1.1,130967
abs,2023-01-01,p5.2.1.2,156141
abs,2023-01-01,p5.2.1.3,34630
abs,2023-01-01,p5.2.2,49245
abs,2023-01-01,p5.2.3,12284
abs,2023-01-01,p5.3,186191
abs,2023-01-01,p5.3.1,82368
abs,2023-01-01,p5.3.1.1,68697
abs,2023-01-01,p5.3.1.2,13671
abs,2023-01-01,p5.3.2,25700
abs,2023-01-01,p5.3.2.1,25102
abs,2023-01-01,p5.3.2.2,598
abs,2023-01-01,p5.3.3,24374
abs,2023-01-01,p5.3.4,53749
abs,2023-01-01,p5.3.4.1,38932
abs,2023-01-01,p5.3.4.2,14817
abs,2023-01-01,p5.4,80290
abs,2023-01-01,p5.4.1,14703
abs,2023-01-01,p5.4.2,13511
abs,2023-01-01,p5.4.3,36926
abs,2023-01-01,p5.4.4,672
abs,2023-01-01,p5.4.5,1305
abs,2023-01-01,p5.4.6,13173
abs,2023-01-01,p5.5,148911
abs,2023-01-01,p5.5.01,23897
abs,2023-01-01,p5.5.02,9014
abs,2023-01-01,p5.5.03,11665
abs,2023-01-01,p5.5.04,20127
abs,2023-01-01,p5.5.05,424
abs,2023-01-01,p5.5.06,3896
abs,2023-01-01,p5.5.07,23129
abs,2023-01-01,p5.5.08,2832
abs,2023-01-01,p5.5.09,51566
abs,2023-01-01,p5.5.10,2361
abs,2023-01-01,p6,20487
growth_yoy,2016-01-01,p0,6.182
growth_yoy,2016-01-01,p1,8.424
growth_yoy,2016-01-01,p1.1,9.874
growth_yoy,2016-01-01,p1.1.1,5.974
growth_yoy,2016-01-01,p1.1.2,12.982
growth_yoy,2016-01-01,p1.1.3,1.859
growth_yoy,2016-01-01,p1.1.4,5.398
growth_yoy,2016-01-01,p1.1.5,5.367
growth_yoy,2016-01-01,p1.1.6,8.395
growth_yoy,2016-01-01,p1.1.7,-6.589
growth_yoy,2016-01-01,p1.2,8.13
growth_yoy,2016-01-01,p1.2.1,11.779
growth_yoy,2016-01-01,p1.2.2,4.064
growth_yoy,2016-01-01,p1.2.3,2.125
growth_yoy,2016-01-01,p1.3,4.949
growth_yoy,2016-01-01,p1.4,3.661
growth_yoy,2016-01-01,p1.4.1,6.507
growth_yoy,2016-01-01,p1.4.2,-1.82
growth_yoy,2016-01-01,p2,0.873
growth_yoy,2016-01-01,p2.1,-1.081
growth_yoy,2016-01-01,p2.2,1.228
growth_yoy,2016-01-01,p2.3,10.79
growth_yoy,2016-01-01,p3,3.818
growth_yoy,2016-01-01,p3.1,5.914
growth_yoy,2016-01-01,p3.1.1,2.843
growth_yoy,2016-01-01,p3.1.2,8.043
growth_yoy,2016-01-01,p3.1.3,9.923
growth_yoy,2016-01-01,p3.1.4,3.222
growth_yoy,2016-01-01,p3.2,8.064
growth_yoy,2016-01-01,p3.2.1,6.797
growth_yoy,2016-01-01,p3.2.2,16.746
growth_yoy,2016-01-01,p3.3,7.981
growth_yoy,2016-01-01,p3.3.1,7.464
growth_yoy,2016-01-01,p3.3.2,7.702
growth_yoy,2016-01-01,p3.3.3,9.25
growth_yoy,2016-01-01,p3.4,-0.199
growth_yoy,2016-01-01,p3.4.1,-5.64
growth_yoy,2016-01-01,p3.4.2,3.769
growth_yoy,2016-01-01,p3.4.3,3.804
growth_yoy,2016-01-01,p3.4.4,5.123
growth_yoy,2016-01-01,p3.5,5.15
growth_yoy,2016-01-01,p3.5.1,6.569
growth_yoy,2016-01-01,p3.5.2,2.202
growth_yoy,2016-01-01,p3.5.3,5.646
growth_yoy,2016-01-01,p3.6,7.591
growth_yoy,2016-01-01,p3.6.1,5.606
growth_yoy,2016-01-01,p3.6.2,3.953
growth_yoy,2016-01-01,p3.6.3,4.666
growth_yoy,2016-01-01,p3.6.4,8.559
growth_yoy,2016-01-01,p3.6.5,8.97
growth_yoy,2016-01-01,p3.7,-0.729
growth_yoy,2016-01-01,p3.7.1,-3.052
growth_yoy,2016-01-01,p3.7.2,9.193
growth_yoy,2016-01-01,p3.7.3,3.178
growth_yoy,2016-01-01,p4,10.305
growth_yoy,2016-01-01,p4.1,6.649
growth_yoy,2016-01-01,p4.1.1,11.682
growth_yoy,2016-01-01,p4.1.2,1.654
growth_yoy,2016-01-01,p4.2,18.454
growth_yoy,2016-01-01,p4.3,8.892
growth_yoy,2016-01-01,p5,7.158
growth_yoy,2016-01-01,p5.1,7.626
growth_yoy,2016-01-01,p5.1.1,4.574
growth_yoy,2016-01-01,p5.1.2,10.007
growth_yoy,2016-01-01,p5.1.3,7.554
growth_yoy,2016-01-01,p5.1.3.1,8.911
growth_yoy,2016-01-01,p5.1.3.2,2.138
growth_yoy,2016-01-01,p5.1.3.3,4.517
growth_yoy,2016-01-01,p5.1.3.4,9.696
growth_yoy,2016-01-01,p5.1.3.5,9.951
growth_yoy,2016-01-01,p5.1.3.6,8.766
growth_yoy,2016-01-01,p5.1.3.7,8.528
growth_yoy,2016-01-01,p5.1.4,8.711
growth_yoy,2016-01-01,p5.1.4.1,5.582
growth_yoy,2016-01-01,p5.1.4.2,9.947
growth_yoy,2016-01-01,p5.1.4.3,6.679
growth_yoy,2016-01-01,p5.2,8.203
growth_yoy,2016-01-01,p5.2.1,7.679
growth_yoy,2016-01-01,p5.2.1.1,7.516
growth_yoy,2016-01-01,p5.2.1.2,10.351
growth_yoy,2016-01-01,p5.2.1.3,-0.76
growth_yoy,2016-01-01,p5.2.2,11.967
growth_yoy,2016-01-01,p5.2.3,6.877
growth_yoy,2016-01-01,p5.3,5.742
growth_yoy,2016-01-01,p5.3.1,2.481
growth_yoy,2016-01-01,p5.3.1.1,2.434
growth_yoy,2016-01-01,p5.3.1.2,2.741
growth_yoy,2016-01-01,p5.3.2,7.166
growth_yoy,2016-01-01,p5.3.2.1,7.239
growth_yoy,2016-01-01,p5.3.2.2,5.111
growth_yoy,2016-01-01,p5.3.3,8.046
growth_yoy,2016-01-01,p5.3.4,9.543
growth_yoy,2016-01-01,p5.3.4.1,9.425
growth_yoy,2016-01-01,p5.3.4.2,9.77
growth_yoy,2016-01-01,p5.4,6.472
growth_yoy,2016-01-01,p5.4.1,9.292
growth_yoy,2016-01-01,p5.4.2,8.621
growth_yoy,2016-01-01,p5.4.3,5.538
growth_yoy,2016-01-01,p5.4.4,4.375
growth_yoy,2016-01-01,p5.4.5,4.979
growth_yoy,2016-01-01,p5.4.6,5.249
growth_yoy,2016-01-01,p5.5,6.452
growth_yoy,2016-01-01,p5.5.01,4.975
growth_yoy,2016-01-01,p5.5.02,1.788
growth_yoy,2016-01-01,p5.5.03,-1.503
growth_yoy,2016-01-01,p5.5.04,6.978
growth_yoy,2016-01-01,p5.5.05,1.362
growth_yoy,2016-01-01,p5.5.06,20.85
growth_yoy,2016-01-01,p5.5.07,13.243
growth_yoy,2016-01-01,p5.5.08,1.658
growth_yoy,2016-01-01,p5.5.09,7.715
growth_yoy,2016-01-01,p5.5.10,3.197
growth_yoy,2016-01-01,p6,12.45
growth_yoy,2017-01-01,p0,9.811
growth_yoy,2017-01-01,p1,11.573
growth_yoy,2017-01-01,p1.1,17.142
growth_yoy,2017-01-01,p1.1.1,37.317
growth_yoy,2017-01-01,p1.1.2,19.812
growth_yoy,2017-01-01,p1.1.3,-0.935
growth_yoy,2017-01-01,p1.1.4,6.424
growth_yoy,2017-01-01,p1.1.5,22.91
growth_yoy,2017-01-01,p1.1.6,8.164
growth_yoy,2017-01-01,p1.1.7,9.855
growth_yoy,2017-01-01,p1.2,9.034
growth_yoy,2017-01-01,p1.2.1,9.618
growth_yoy,2017-01-01,p1.2.2,5.268
growth_yoy,2017-01-01,p1.2.3,8.818
growth_yoy,2017-01-01,p1.3,-15.434
growth_yoy,2017-01-01,p1.4,3.168
growth_yoy,2017-01-01,p1.4.1,2.205
growth_yoy,2017-01-01,p1.4.2,5.196
growth_yoy,2017-01-01,p2,16.706
growth_yoy,2017-01-01,p2.1,26.576
growth_yoy,2017-01-01,p2.2,8.419
growth_yoy,2017-01-01,p2.3,11.566
growth_yoy,2017-01-01,p3,10.059
growth_yoy,2017-01-01,p3.1,12.704
growth_yoy,2017-01-01,p3.1.1,25.095
growth_yoy,2017-01-01,p3.1.2,6.231
growth_yoy,2017-01-01,p3.1.3,8.655
growth_yoy,2017-01-01,p3.1.4,2.334
growth_yoy,2017-01-01,p3.2,6.353
growth_yoy,2017-01-01,p3.2.1,7.367
growth_yoy,2017-01-01,p3.2.2,0
growth_yoy,2017-01-01,p3.3,6.562
growth_yoy,2017-01-01,p3.3.1,4.846
growth_yoy,2017-01-01,p3.3.2,10.632
growth_yoy,2017-01-01,p3.3.3,5.216
growth_yoy,2017-01-01,p3.4,14.045
growth_yoy,2017-01-01,p3.4.1,22.797
growth_yoy,2017-01-01,p3.4.2,7.552
growth_yoy,2017-01-01,p3.4.3,13.771
growth_yoy,2017-01-01,p3.4.4,4.587
growth_yoy,2017-01-01,p3.5,6.922
growth_yoy,2017-01-01,p3.5.1,3.873
growth_yoy,2017-01-01,p3.5.2,11.322
growth_yoy,2017-01-01,p3.5.3,6.967
growth_yoy,2017-01-01,p3.6,7.557
growth_yoy,2017-01-01,p3.6.1,5.08
growth_yoy,2017-01-01,p3.6.2,-6.963
growth_yoy,2017-01-01,p3.6.3,16.658
growth_yoy,2017-01-01,p3.6.4,9.259
growth_yoy,2017-01-01,p3.6.5,0.783
growth_yoy,2017-01-01,p3.7,8.809
growth_yoy,2017-01-01,p3.7.1,9.185
growth_yoy,2017-01-01,p3.7.2,6.6
growth_yoy,2017-01-01,p3.7.3,9.084
growth_yoy,2017-01-01,p4,8.943
growth_yoy,2017-01-01,p4.1,4.194
growth_yoy,2017-01-01,p4.1.1,3.958
growth_yoy,2017-01-01,p4.1.2,4.451
growth_yoy,2017-01-01,p4.2,17.166
growth_yoy,2017-01-01,p4.3,9.455
growth_yoy,2017-01-01,p5,8.318
growth_yoy,2017-01-01,p5.1,8.027
growth_yoy,2017-01-01,p5.1.1,4.719
growth_yoy,2017-01-01,p5.1.2,9.525
growth_yoy,2017-01-01,p5.1.3,7.853
growth_yoy,2017-01-01,p5.1.3.1,8.943
growth_yoy,2017-01-01,p5.1.3.2,2.624
growth_yoy,2017-01-01,p5.1.3.3,4.722
growth_yoy,2017-01-01,p5.1.3.4,10.484
growth_yoy,2017-01-01,p5.1.3.5,8.737
growth_yoy,2017-01-01,p5.1.3.6,9.485
growth_yoy,2017-01-01,p5.1.3.7,10.581
growth_yoy,2017-01-01,p5.1.4,9.315
growth_yoy,2017-01-01,p5.1.4.1,9.748
growth_yoy,2017-01-01,p5.1.4.2,9.817
growth_yoy,2017-01-01,p5.1.4.3,7.675
growth_yoy,2017-01-01,p5.2,10.385
growth_yoy,2017-01-01,p5.2.1,10.175
growth_yoy,2017-01-01,p5.2.1.1,9.756
growth_yoy,2017-01-01,p5.2.1.2,12.471
growth_yoy,2017-01-01,p5.2.1.3,3.172
growth_yoy,2017-01-01,p5.2.2,12.465
growth_yoy,2017-01-01,p5.2.3,7.481
growth_yoy,2017-01-01,p5.3,7.344
growth_yoy,2017-01-01,p5.3.1,6.51
growth_yoy,2017-01-01,p5.3.1.1,5.701
growth_yoy,2017-01-01,p5.3.1.2,10.945
growth_yoy,2017-01-01,p5.3.2,4.035
growth_yoy,2017-01-01,p5.3.2.1,4.117
growth_yoy,2017-01-01,p5.3.2.2,1.459
growth_yoy,2017-01-01,p5.3.3,8.612
growth_yoy,2017-01-01,p5.3.4,9.86
growth_yoy,2017-01-01,p5.3.4.1,10.598
growth_yoy,2017-01-01,p5.3.4.2,8.326
growth_yoy,2017-01-01,p5.4,6.725
growth_yoy,2017-01-01,p5.4.1,9.733
growth_yoy,2017-01-01,p5.4.2,8.505
growth_yoy,2017-01-01,p5.4.3,5.767
growth_yoy,2017-01-01,p5.4.4,5.689
growth_yoy,2017-01-01,p5.4.5,5.642
growth_yoy,2017-01-01,p5.4.6,5.526
growth_yoy,2017-01-01,p5.5,6.263
growth_yoy,2017-01-01,p5.5.01,-3.792
growth_yoy,2017-01-01,p5.5.02,4.584
growth_yoy,2017-01-01,p5.5.03,5.371
growth_yoy,2017-01-01,p5.5.04,9.398
growth_yoy,2017-01-01,p5.5.05,9.409
growth_yoy,2017-01-01,p5.5.06,26.875
growth_yoy,2017-01-01,p5.5.07,9.449
growth_yoy,2017-01-01,p5.5.08,15.443
growth_yoy,2017-01-01,p5.5.09,7.611
growth_yoy,2017-01-01,p5.5.10,18.417
growth_yoy,2017-01-01,p6,16.643
growth_yoy,2018-01-01,p0,5.498
growth_yoy,2018-01-01,p1,-7.829
growth_yoy,2018-01-01,p1.1,-13.207
growth_yoy,2018-01-01,p1.1.1,-40.599
growth_yoy,2018-01-01,p1.1.2,-17.968
growth_yoy,2018-01-01,p1.1.3,8.18
growth_yoy,2018-01-01,p1.1.4,2.616
growth_yoy,2018-01-01,p1.1.5,-2.713
growth_yoy,2018-01-01,p1.1.6,-0.418
growth_yoy,2018-01-01,p1.1.7,4.06
growth_yoy,2018-01-01,p1.2,5.76
growth_yoy,2018-01-01,p1.2.1,2.879
growth_yoy,2018-01-01,p1.2.2,5.263
growth_yoy,2018-01-01,p1.2.3,12.087
growth_yoy,2018-01-01,p1.3,1.394
growth_yoy,2018-01-01,p1.4,4.951
growth_yoy,2018-01-01,p1.4.1,-0.803
growth_yoy,2018-01-01,p1.4.2,16.558
growth_yoy,2018-01-01,p2,11.133
growth_yoy,2018-01-01,p2.1,21.537
growth_yoy,2018-01-01,p2.2,0.709
growth_yoy,2018-01-01,p2.3,6.318
growth_yoy,2018-01-01,p3,3.962
growth_yoy,2018-01-01,p3.1,-1.533
growth_yoy,2018-01-01,p3.1.1,-12.695
growth_yoy,2018-01-01,p3.1.2,7.157
growth_yoy,2018-01-01,p3.1.3,2.601
growth_yoy,2018-01-01,p3.1.4,2.253
growth_yoy,2018-01-01,p3.2,2.686
growth_yoy,2018-01-01,p3.2.1,2.72
growth_yoy,2018-01-01,p3.2.2,2.459
growth_yoy,2018-01-01,p3.3,4.672
growth_yoy,2018-01-01,p3.3.1,6.117
growth_yoy,2018-01-01,p3.3.2,5.538
growth_yoy,2018-01-01,p3.3.3,1.046
growth_yoy,2018-01-01,p3.4,8.878
growth_yoy,2018-01-01,p3.4.1,13.664
growth_yoy,2018-01-01,p3.4.2,5.413
growth_yoy,2018-01-01,p3.4.3,4.673
growth_yoy,2018-01-01,p3.4.4,4.011
growth_yoy,2018-01-01,p3.5,5.905
growth_yoy,2018-01-01,p3.5.1,4.271
growth_yoy,2018-01-01,p3.5.2,9.041
growth_yoy,2018-01-01,p3.5.3,5.434
growth_yoy,2018-01-01,p3.6,2.545
growth_yoy,2018-01-01,p3.6.1,4.433
growth_yoy,2018-01-01,p3.6.2,1.554
growth_yoy,2018-01-01,p3.6.3,2.305
growth_yoy,2018-01-01,p3.6.4,2.499
growth_yoy,2018-01-01,p3.6.5,0.936
growth_yoy,2018-01-01,p3.7,-1.503
growth_yoy,2018-01-01,p3.7.1,-3.039
growth_yoy,2018-01-01,p3.7.2,0.875
growth_yoy,2018-01-01,p3.7.3,4.816
growth_yoy,2018-01-01,p4,5.253
growth_yoy,2018-01-01,p4.1,-4.372
growth_yoy,2018-01-01,p4.1.1,-7.31
growth_yoy,2018-01-01,p4.1.2,-1.183
growth_yoy,2018-01-01,p4.2,18.481
growth_yoy,2018-01-01,p4.3,9.29
growth_yoy,2018-01-01,p5,7.712
growth_yoy,2018-01-01,p5.1,8.012
growth_yoy,2018-01-01,p5.1.1,6.65
growth_yoy,2018-01-01,p5.1.2,7.788
growth_yoy,2018-01-01,p5.1.3,8.037
growth_yoy,2018-01-01,p5.1.3.1,8.966
growth_yoy,2018-01-01,p5.1.3.2,3.546
growth_yoy,2018-01-01,p5.1.3.3,4.047
growth_yoy,2018-01-01,p5.1.3.4,10.695
growth_yoy,2018-01-01,p5.1.3.5,8.433
growth_yoy,2018-01-01,p5.1.3.6,9.992
growth_yoy,2018-01-01,p5.1.3.7,10.801
growth_yoy,2018-01-01,p5.1.4,8.536
growth_yoy,2018-01-01,p5.1.4.1,5.908
growth_yoy,2018-01-01,p5.1.4.2,9.004
growth_yoy,2018-01-01,p5.1.4.3,8.363
growth_yoy,2018-01-01,p5.2,9.32
growth_yoy,2018-01-01,p5.2.1,8.667
growth_yoy,2018-01-01,p5.2.1.1,8.15
growth_yoy,2018-01-01,p5.2.1.2,10.455
growth_yoy,2018-01-01,p5.2.1.3,3.456
growth_yoy,2018-01-01,p5.2.2,13.708
growth_yoy,2018-01-01,p5.2.3,7.757
growth_yoy,2018-01-01,p5.3,7.141
growth_yoy,2018-01-01,p5.3.1,4.089
growth_yoy,2018-01-01,p5.3.1.1,4.543
growth_yoy,2018-01-01,p5.3.1.2,1.72
growth_yoy,2018-01-01,p5.3.2,9.684
growth_yoy,2018-01-01,p5.3.2.1,9.936
growth_yoy,2018-01-01,p5.3.2.2,1.438
growth_yoy,2018-01-01,p5.3.3,8.176
growth_yoy,2018-01-01,p5.3.4,10.226
growth_yoy,2018-01-01,p5.3.4.1,11.085
